snapshot_ts_utc,snapshot_date,asset,expiration,tier,schwab_symbol,strike,pm_yes,pm_n_ticks,pm_asof,opt_prob,spot,diff,liquid,pm_bid,pm_ask,pm_spread,pm_one_sided,liquid_basis
2026-07-09T14:25:05+00:00,2026-07-09,GOOGL,2026-07-10,exact,GOOGL,380.0,0.0345,2,2026-07-09T14:32:14+00:00,-0.0,351.64,0.0345,True,,,,,volume_backfill
2026-07-09T14:25:05+00:00,2026-07-09,GOOGL,2026-07-10,exact,GOOGL,385.0,0.0325,2,2026-07-09T14:32:14+00:00,-0.0,351.64,0.0325,True,,,,,volume_backfill
2026-07-09T14:25:05+00:00,2026-07-09,GOOGL,2026-07-10,exact,GOOGL,390.0,0.0575,2,2026-07-09T14:32:14+00:00,0.0,351.64,0.0575,True,,,,,volume_backfill
2026-07-09T14:25:05+00:00,2026-07-09,GOOGL,2026-07-31,exact,GOOGL,280.0,0.9705,2,2026-07-09T14:32:16+00:00,0.9609132103128878,351.6,0.0095867896871122,True,,,,,current_book_backfill
2026-07-09T14:25:05+00:00,2026-07-09,GOOGL,2026-07-31,exact,GOOGL,290.0,0.9695,2,2026-07-09T14:32:16+00:00,0.9458798296639984,351.6,0.0236201703360015,True,,,,,current_book_backfill
2026-07-09T14:25:05+00:00,2026-07-09,GOOGL,2026-07-31,exact,GOOGL,300.0,0.9375,2,2026-07-09T14:32:16+00:00,0.9428731535342206,351.6,-0.0053731535342206,True,,,,,current_book_backfill
2026-07-09T14:25:05+00:00,2026-07-09,GOOGL,2026-07-31,exact,GOOGL,310.0,0.904,2,2026-07-09T14:32:16+00:00,0.883741856315256,351.6,0.0202581436847439,True,,,,,current_book_backfill
2026-07-09T14:25:05+00:00,2026-07-09,GOOGL,2026-07-31,exact,GOOGL,320.0,0.845,2,2026-07-09T14:32:16+00:00,0.8165927560835504,351.6,0.0284072439164495,False,,,,,current_book_backfill
2026-07-09T14:25:05+00:00,2026-07-09,GOOGL,2026-07-31,exact,GOOGL,330.0,0.76,2,2026-07-09T14:32:16+00:00,0.7524503319816227,351.6,0.0075496680183773,True,,,,,current_book_backfill
2026-07-09T14:25:05+00:00,2026-07-09,GOOGL,2026-07-31,exact,GOOGL,340.0,0.44,2,2026-07-09T14:32:16+00:00,0.6442099913096195,351.6,-0.2042099913096195,False,,,,,current_book_backfill
2026-07-09T14:25:05+00:00,2026-07-09,GOOGL,2026-07-31,exact,GOOGL,350.0,0.69,2,2026-07-09T14:32:16+00:00,0.4658138742761331,351.6,0.2241861257238668,False,,,,,current_book_backfill
2026-07-09T14:25:05+00:00,2026-07-09,GOOGL,2026-07-31,exact,GOOGL,360.0,0.32,2,2026-07-09T14:32:16+00:00,0.4139190805327524,351.6,-0.0939190805327524,False,,,,,current_book_backfill
2026-07-09T14:25:05+00:00,2026-07-09,GOOGL,2026-07-31,exact,GOOGL,370.0,0.3,2,2026-07-09T14:32:16+00:00,0.3056787398607493,351.6,-0.0056787398607493,False,,,,,current_book_backfill
2026-07-09T14:25:05+00:00,2026-07-09,GOOGL,2026-07-31,exact,GOOGL,380.0,0.23,2,2026-07-09T14:32:16+00:00,0.2134740052142282,351.6,0.0165259947857717,False,,,,,current_book_backfill
2026-07-09T14:25:05+00:00,2026-07-09,GOOGL,2026-07-31,exact,GOOGL,390.0,0.145,2,2026-07-09T14:32:16+00:00,0.1463249049825226,351.6,-0.0013249049825226,False,,,,,current_book_backfill
2026-07-09T14:25:05+00:00,2026-07-09,GOOGL,2026-07-31,exact,GOOGL,400.0,0.095,2,2026-07-09T14:32:16+00:00,0.0982180869060768,351.6,-0.0032180869060768,True,,,,,current_book_backfill
2026-07-09T14:25:05+00:00,2026-07-09,META,2026-07-10,exact,META,520.0,0.9315,2,2026-07-09T14:32:18+00:00,0.8749873692249108,592.39,0.0565126307750891,True,,,,,volume_backfill
2026-07-09T14:25:05+00:00,2026-07-09,META,2026-07-10,exact,META,530.0,0.9825,2,2026-07-09T14:32:18+00:00,0.8749873692249108,592.39,0.1075126307750892,True,,,,,volume_backfill
2026-07-09T14:25:05+00:00,2026-07-09,META,2026-07-10,exact,META,540.0,0.899,2,2026-07-09T14:32:18+00:00,0.8749873692249108,592.39,0.0240126307750891,True,,,,,volume_backfill
2026-07-09T14:25:05+00:00,2026-07-09,META,2026-07-10,exact,META,550.0,0.9335,2,2026-07-09T14:32:18+00:00,0.8749873692249108,592.39,0.0585126307750891,True,,,,,volume_backfill
